tipo_alojamiento,Isla,year,month,Num_establecimientos
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,2,2555.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,2,3530.0
Hoteles y similares,Ibiza_Formentera,2013,1,6527.0
Alojamiento en propiedad,Ibiza_Formentera,2013,1,2296.0
Alojamiento de alquiler,Ibiza_Formentera,2013,1,2693.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2013,1,4874.0
Otro alojamiento de mercado,Ibiza_Formentera,2013,1,4200.0
Hoteles y similares,Ibiza_Formentera,2012,12,3905.0
Alojamiento en propiedad,Ibiza_Formentera,2012,12,1913.0
Alojamiento de alquiler,Ibiza_Formentera,2012,12,2998.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,12,6089.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,12,3870.0
Hoteles y similares,Ibiza_Formentera,2012,11,7178.0
Alojamiento en propiedad,Ibiza_Formentera,2012,11,3814.0
Alojamiento de alquiler,Ibiza_Formentera,2012,11,4132.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,11,7371.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,11,6090.0
Hoteles y similares,Ibiza_Formentera,2012,10,78096.0
Alojamiento en propiedad,Ibiza_Formentera,2012,10,10128.0
Alojamiento de alquiler,Ibiza_Formentera,2012,10,21109.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,10,13266.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,10,4266.0
Hoteles y similares,Ibiza_Formentera,2012,9,217803.0
Alojamiento en propiedad,Ibiza_Formentera,2012,9,25742.0
Alojamiento de alquiler,Ibiza_Formentera,2012,9,77437.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,9,2568.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,9,15258.0
Hoteles y similares,Ibiza_Formentera,2012,8,29522.0
Alojamiento en propiedad,Ibiza_Formentera,2012,8,57847.0
Alojamiento de alquiler,Ibiza_Formentera,2012,8,122632.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,8,41298.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,8,19173.0
Hoteles y similares,Ibiza_Formentera,2012,7,313923.0
Alojamiento en propiedad,Ibiza_Formentera,2012,7,43791.0
Alojamiento de alquiler,Ibiza_Formentera,2012,7,90141.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,7,35199.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,7,23805.0
Hoteles y similares,Ibiza_Formentera,2012,6,255594.0
Alojamiento en propiedad,Ibiza_Formentera,2012,6,34624.0
Alojamiento de alquiler,Ibiza_Formentera,2012,6,38879.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,6,27102.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,6,22492.0
Hoteles y similares,Ibiza_Formentera,2012,5,157857.0
Alojamiento en propiedad,Ibiza_Formentera,2012,5,23244.0
Alojamiento de alquiler,Ibiza_Formentera,2012,5,1346.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,5,1133.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,5,6007.0
Hoteles y similares,Ibiza_Formentera,2012,4,57667.0
Alojamiento en propiedad,Ibiza_Formentera,2012,4,11231.0
Alojamiento de alquiler,Ibiza_Formentera,2012,4,9158.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,4,9964.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,4,3448.0
Hoteles y similares,Ibiza_Formentera,2012,3,22592.0
Alojamiento en propiedad,Ibiza_Formentera,2012,3,6704.0
Alojamiento de alquiler,Ibiza_Formentera,2012,3,2878.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,3,8106.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,3,1648.0
Hoteles y similares,Ibiza_Formentera,2012,2,8469.0
Alojamiento en propiedad,Ibiza_Formentera,2012,2,2901.0
Alojamiento de alquiler,Ibiza_Formentera,2012,2,1556.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,2,609.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,2,7530.0
Hoteles y similares,Ibiza_Formentera,2012,1,7406.0
Alojamiento en propiedad,Ibiza_Formentera,2012,1,2817.0
Alojamiento de alquiler,Ibiza_Formentera,2012,1,2056.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2012,1,7635.0
Otro alojamiento de mercado,Ibiza_Formentera,2012,1,8160.0
Hoteles y similares,Ibiza_Formentera,2011,12,5843.0
Alojamiento en propiedad,Ibiza_Formentera,2011,12,2212.0
Alojamiento de alquiler,Ibiza_Formentera,2011,12,1382.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,12,5668.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,12,6750.0
Hoteles y similares,Ibiza_Formentera,2011,11,12405.0
Alojamiento en propiedad,Ibiza_Formentera,2011,11,3679.0
Alojamiento de alquiler,Ibiza_Formentera,2011,11,1353.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,11,838.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,11,5660.0
Hoteles y similares,Ibiza_Formentera,2011,10,99905.0
Alojamiento en propiedad,Ibiza_Formentera,2011,10,17648.0
Alojamiento de alquiler,Ibiza_Formentera,2011,10,13042.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,10,9809.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,10,251.0
Hoteles y similares,Ibiza_Formentera,2011,9,256552.0
Alojamiento en propiedad,Ibiza_Formentera,2011,9,24963.0
Alojamiento de alquiler,Ibiza_Formentera,2011,9,43022.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,9,25795.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,9,15984.0
Hoteles y similares,Ibiza_Formentera,2011,8,344848.0
Alojamiento en propiedad,Ibiza_Formentera,2011,8,46277.0
Alojamiento de alquiler,Ibiza_Formentera,2011,8,64701.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,8,48912.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,8,2156.0
Hoteles y similares,Ibiza_Formentera,2011,7,355371.0
Alojamiento en propiedad,Ibiza_Formentera,2011,7,33042.0
Alojamiento de alquiler,Ibiza_Formentera,2011,7,51979.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,7,4252.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,7,18274.0
Hoteles y similares,Ibiza_Formentera,2011,6,244984.0
Alojamiento en propiedad,Ibiza_Formentera,2011,6,28999.0
Alojamiento de alquiler,Ibiza_Formentera,2011,6,49726.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,6,23064.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,6,19436.0
Hoteles y similares,Ibiza_Formentera,2011,5,169057.0
Alojamiento en propiedad,Ibiza_Formentera,2011,5,22701.0
Alojamiento de alquiler,Ibiza_Formentera,2011,5,13647.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,5,2112.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,5,5375.0
Hoteles y similares,Ibiza_Formentera,2011,4,66084.0
Alojamiento en propiedad,Ibiza_Formentera,2011,4,14493.0
Alojamiento de alquiler,Ibiza_Formentera,2011,4,9907.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,4,15339.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,4,4134.0
Hoteles y similares,Ibiza_Formentera,2011,3,30402.0
Alojamiento en propiedad,Ibiza_Formentera,2011,3,6036.0
Alojamiento de alquiler,Ibiza_Formentera,2011,3,343.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,3,6798.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,3,1932.0
Hoteles y similares,Ibiza_Formentera,2011,2,1009.0
Alojamiento en propiedad,Ibiza_Formentera,2011,2,359.0
Alojamiento de alquiler,Ibiza_Formentera,2011,2,1751.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,2,6779.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,2,1074.0
Hoteles y similares,Ibiza_Formentera,2011,1,6766.0
Alojamiento en propiedad,Ibiza_Formentera,2011,1,3078.0
Alojamiento de alquiler,Ibiza_Formentera,2011,1,2069.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2011,1,7348.0
Otro alojamiento de mercado,Ibiza_Formentera,2011,1,8840.0
Hoteles y similares,Ibiza_Formentera,2010,12,5823.0
Alojamiento en propiedad,Ibiza_Formentera,2010,12,1804.0
Alojamiento de alquiler,Ibiza_Formentera,2010,12,1465.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,12,574.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,12,6490.0
Hoteles y similares,Ibiza_Formentera,2010,11,11746.0
Alojamiento en propiedad,Ibiza_Formentera,2010,11,4015.0
Alojamiento de alquiler,Ibiza_Formentera,2010,11,152.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,11,7115.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,11,8450.0
Hoteles y similares,Ibiza_Formentera,2010,10,91125.0
Alojamiento en propiedad,Ibiza_Formentera,2010,10,14482.0
Alojamiento de alquiler,Ibiza_Formentera,2010,10,11993.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,10,11791.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,10,3453.0
Hoteles y similares,Ibiza_Formentera,2010,9,222676.0
Alojamiento en propiedad,Ibiza_Formentera,2010,9,19204.0
Alojamiento de alquiler,Ibiza_Formentera,2010,9,47862.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,9,16832.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,9,6641.0
Hoteles y similares,Ibiza_Formentera,2010,8,333454.0
Alojamiento en propiedad,Ibiza_Formentera,2010,8,39627.0
Alojamiento de alquiler,Ibiza_Formentera,2010,8,76003.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,8,44226.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,8,18254.0
Hoteles y similares,Ibiza_Formentera,2010,7,341403.0
Alojamiento en propiedad,Ibiza_Formentera,2010,7,25436.0
Alojamiento de alquiler,Ibiza_Formentera,2010,7,50549.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,7,31506.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,7,11213.0
Hoteles y similares,Ibiza_Formentera,2010,6,245821.0
Alojamiento en propiedad,Ibiza_Formentera,2010,6,17557.0
Alojamiento de alquiler,Ibiza_Formentera,2010,6,34028.0
Alojamiento de familiares o amigos,Ibiza_Formentera,2010,6,17187.0
Otro alojamiento de mercado,Ibiza_Formentera,2010,6,7638.0
